Name,Abung,Balagbag,Barualte,Bataan,Buhay Na Sapa,Bulsa,Calicanto,Calitcalit,Calubcub I,Calubcub II,Catmon,Coloconto,Escribano,Hugom,Imelda (Tubog),Janaojanao,Laiya-Aplaya,Laiya-Ibabao,Libato,Lipahan,Mabalanoy,Maraykit,Muzon,Nagsaulay,Palahanan I,Palahanan II,Palingowak,Pinagbayanan,Poblacion,Poctol,Pulangbato,Putingbuhangin,Quipot,Sampiro,Sapangan,Sico I,Sico II,Subukin,Talahiban I,Talahiban II,Ticalan,Tipaz
San Juan West Central School,7147.4310000000005,4519.594999999998,19126.111999999997,16432.318999999996,4570.435999999999,17251.137,1794.6250000000005,1982.775,8946.329000000003,10664.821,7745.330999999999,14187.615999999998,5206.106,24253.141999999993,20785.989,5847.422999999999,22507.947999999997,18780.14,6119.504999999999,2283.447,1287.4260000000002,1079.2569999999998,5916.583,14294.550999999996,3844.2810000000004,5148.205000000001,2750.707,6834.737000000001,56.139,5464.3009999999995,12256.721999999998,6889.136000000001,8648.955000000004,6168.106000000001,9922.506,2536.116000000001,3562.1820000000002,12215.504999999997,3044.877,2578.2720000000004,6900.5520000000015,3937.114
Paaralang Elementarya ng Poctol,9259.198999999997,4971.887000000001,21237.88,18544.087,7286.768999999999,19362.905000000002,7136.917000000001,3831.67,11058.096999999998,12776.589,3680.7740000000003,16299.383999999998,10548.397999999996,26364.909999999993,22897.757,11174.062999999996,24619.716000000004,20891.908,11461.796999999995,4797.888000000001,6047.089000000002,6421.549000000001,11258.874999999996,16406.319,9186.572999999995,10490.496999999998,3808.548,2864.0829999999996,5790.839000000002,275.484,14368.490000000002,7957.121,11292.930999999997,9013.763999999996,12970.71,7878.407999999999,8904.473999999997,14327.273000000001,7804.539999999999,6913.21,7526.3589999999995,2733.8169999999996
Paaralang Elementarya ng Pulangbato,5109.291,9396.603000000001,13354.059999999998,10660.267,7686.286,11479.085000000001,13651.416000000001,13048.601,3310.393,4892.769,13538.780000000002,8415.564000000002,15809.841000000002,18481.089999999993,15013.936999999996,17704.214000000004,16735.895999999997,13008.087999999998,17050.267000000003,13801.805,10969.296,12936.048,17773.374,8522.499000000002,15701.072000000004,17004.996000000003,12893.163,11711.745000000003,12307.776000000002,14093.006000000003,0,7405.439000000001,4862.812,9413.281,12223.539999999995,14392.907000000001,15418.973000000004,6443.453,10747.028000000002,10653.660000000002,9411.837000000001,15002.94
Paaralang Elementarya ng Putingbuhangin,2194.983,2884.069,14173.664,11479.871,2217.535,12298.689000000004,8182.665,6536.066999999999,3993.8809999999994,5712.3730000000005,7026.246000000001,9235.168000000001,10341.09,19300.693999999996,15833.541,12235.462999999998,17555.500000000004,13827.692000000001,11581.516,7289.270999999999,5500.545,7467.297,12304.623,9342.103000000001,10232.321000000002,11536.245,6380.628999999999,5199.211000000001,6839.025000000001,7580.472,7304.274000000002,143.27700000000002,4688.432,3944.5299999999997,7941.951,8924.155999999999,9950.222000000002,7263.057000000002,5278.277,4813.496999999999,2899.303,8490.405999999999
Paaralang Elementaryang Calabasahan,9954.835,11463.345000000001,21288.13299999999,18594.339999999993,9220.819999999998,19413.157999999992,15180.583000000002,14839.989000000001,11244.466,12826.842,15605.522,16349.636999999999,13639.973999999998,26415.162999999993,22948.00999999999,19233.380999999998,24669.968999999997,20942.16099999999,15314.978,15562.733999999999,12498.463,14465.215000000002,17720.340999999997,16456.571999999996,17230.238999999998,17204.974999999995,14737.004,13778.487000000001,13836.943000000003,16159.748000000003,7934.072999999999,9931.898,5142.3009999999995,7617.7829999999985,9069.432999999999,15922.073999999999,16948.14,14377.526000000002,12276.195,12182.827,11478.579,16794.327999999998
Paaralng Elementry ng Quipot,3106.5969999999998,4615.107,15085.277999999998,12391.484999999997,2372.582,13210.303000000002,8337.712,7997.118,4905.494999999999,6623.987,8757.284000000001,10146.782000000001,10496.137000000002,20212.307999999994,16745.155,12390.51,18467.113999999998,14739.305999999999,11736.563000000002,8719.863,5655.591999999999,7622.343999999999,12459.670000000002,10253.717,10387.368000000004,11691.292000000003,7894.133,6930.249,6994.072,9311.510000000002,6568.749000000001,3083.66,1705.9370000000001,4099.576999999999,8096.998,9079.203000000001,10105.269000000004,8174.671000000001,5433.323999999999,5339.955999999998,4630.340999999999,9951.457000000004
Paaralang Elementarya ng Sampiro,5192.034000000001,4929.921,17170.715,14476.921999999999,2615.0389999999998,15295.740000000003,8450.844000000001,8110.25,6990.932000000001,8709.424,9072.098000000002,12232.219000000001,7679.918,22297.74499999999,18830.592,12503.642000000002,20552.550999999996,16824.743000000002,9354.922,8832.994999999999,5768.724,7735.476000000001,11760.285000000002,12339.154,10500.500000000002,11244.919,8007.264999999999,7245.063000000002,7107.2040000000015,9626.324,10301.325000000003,4933.7390000000005,6693.558000000001,888.044,3109.3770000000004,9192.335,10218.401000000002,10260.108000000002,5546.456,5453.088,4945.155000000001,10064.589000000002
Libjo Sapangan Elementary School,8719.695000000002,8417.107000000002,20698.375999999997,18004.583,6142.700000000001,18823.401,11323.372000000003,11394.89,10518.592999999999,12237.085000000001,12559.283999999998,15759.880000000001,7755.060999999999,25825.405999999988,22358.252999999997,13457.826000000003,24080.211999999992,20352.404,9430.064999999999,12117.634999999998,9053.364000000001,11020.115999999998,11835.428000000002,15866.815,11454.684000000003,11320.062,11291.904999999999,10732.248999999998,10391.844,13113.509999999997,10860.194,8461.400000000001,8068.4220000000005,4415.705,2676.388,10146.519000000002,11172.585000000003,13787.769000000002,8831.096000000001,8737.728000000001,8472.816,13349.229
Paaralang Elementarya ng Sapangan,8301.411,7998.823,20280.091999999997,17586.299,5724.416,18405.117000000002,8646.984000000002,10976.606000000002,10100.309000000001,11818.801000000001,12140.999999999998,15341.596000000003,5078.673,25407.12199999999,21939.968999999997,10781.438000000002,23661.927999999993,19934.12,6753.676999999999,11699.351,8635.08,8926.990000000002,9159.04,15448.531,8778.296000000002,8643.673999999999,10873.621000000001,10313.964999999998,9973.56,12695.225999999997,12223.540000000003,8043.116,9431.768,3997.4209999999994,0,7470.131,8496.197000000002,13369.485000000002,7007.4710000000005,8319.444,8054.532,12930.945000000002
Paaralang Elementarya ng Pal-Sico,9942.419000000002,7314.582999999996,21921.09999999999,19227.30699999999,7365.423999999996,20046.124999999993,1858.449,4802.993999999999,11741.317000000006,13459.809000000003,10565.550000000003,16982.604,3351.5860000000002,27048.12999999999,23580.977,2907.3509999999997,25302.935999999994,21575.127999999997,3083.7780000000002,5481.615999999999,4082.414000000001,2138.455,2698.871,17089.538999999993,626.569,1930.493,5570.925999999999,9629.725000000002,3254.308,8284.52,15051.710000000001,9684.124000000003,11443.943000000005,8963.094000000003,8151.726999999998,681.596,344.46999999999997,15010.493,5839.864999999999,5373.259999999998,9695.540000000003,6757.332999999999
Subukin Elementary School,4996.1939999999995,9283.506000000001,6982.486999999999,4288.6939999999995,7573.1889999999985,6693.221,13538.319000000001,12935.504,3197.2960000000003,1932.6019999999996,13425.683000000003,2537.345,15696.744000000002,12109.516999999996,8642.363999999998,17591.117000000002,10364.322999999997,6636.514999999999,16937.170000000002,13688.708,10856.199000000002,12822.951000000001,17660.277000000006,2150.9260000000004,15587.975000000004,16891.899,12780.066,11598.648000000003,12194.679000000002,13979.909000000003,6371.5729999999985,7292.342,9808.728000000001,9300.184000000001,13297.605000000001,14279.810000000001,15305.876000000004,71.88,10633.931000000002,10540.563000000002,9298.740000000002,14889.843
Paaralang Elementarya Ng Talahiban 1.0,5834.840999999999,3580.2419999999997,17813.522,15119.728999999998,3257.8459999999995,15938.547000000002,4636.675,4296.081,7633.7390000000005,9352.231000000002,7722.419,12875.026,4865.709000000001,22940.551999999996,19473.399000000005,8689.473,21195.358,17467.550000000003,6713.407000000001,5018.825999999998,1954.5550000000003,3921.3069999999993,8758.633,12981.961,6686.331000000001,7990.255000000002,4193.096,5895.384,3293.035,7726.160000000002,10944.132000000001,5576.546,7336.365000000001,4855.516,6810.367,5378.165999999999,6404.232000000001,10902.915,197.104,1638.919,5587.962,6250.420000000002
Talahiban 2.0 Elementary School,5844.393000000001,1612.273,17823.073999999997,15129.280999999999,3267.398,15948.099000000004,4302.0160000000005,3961.4219999999996,7643.291,9361.783000000001,5754.450000000001,12884.578000000001,6787.468000000002,22950.103999999985,19482.950999999994,8354.814,21204.90999999999,17477.102,7700.867000000001,4684.166999999999,1619.896,3586.6479999999992,8423.974,12991.513,6351.672000000001,7655.596000000002,3858.436999999999,3927.415000000001,2958.376,6308.676,10953.684000000003,4585.612,7345.917,4865.068,8619.467999999999,5043.5070000000005,6069.573000000001,10912.467000000002,1770.865,329.04999999999995,4154.849999999999,5915.761000000003
Paaralang Elementarya ng Ticalan,4302.546,2554.472,16281.226999999999,13587.433999999997,2330.116,14406.252000000002,8295.246000000001,6206.469999999999,6101.444,7819.9360000000015,6696.649,11342.731,10453.671,21408.256999999994,17941.104,12348.043999999998,19663.063000000002,15935.255,11694.097,6959.673999999999,5613.126000000001,7579.878000000001,12417.204,11449.666,10344.902000000002,11648.826000000001,6051.031999999999,4869.6140000000005,6951.606000000001,7250.875,9411.837000000003,3000.4680000000008,6336.278,4057.110999999999,8054.532000000001,9036.737,10062.803,9370.620000000003,5390.858,4483.900000000001,0,8160.808999999999
Paaralang Elementarya ng Tipas,9893.649000000001,5606.3369999999995,21872.33,19178.537,7578.874999999999,19997.355000000007,5334.246,1954.339,11692.547,13411.039000000002,4739.363,16933.834000000003,8745.726999999999,26999.359999999997,23532.207000000002,9371.392000000002,25254.166000000005,21526.358000000004,9659.126000000002,2995.2169999999996,4295.865000000001,4618.878000000001,9456.204000000002,17040.769,7383.901999999997,8687.826000000001,2796.9310000000005,3922.6720000000005,3988.1680000000006,2458.333,15002.940000000006,8591.571,11657.394000000004,9176.545000000004,12930.945,6075.736999999998,7101.802999999997,14961.723000000005,6053.316,5586.710999999999,8160.808999999998,0
Buhaynasapa National High School,2968.8989999999994,1850.621,14947.580000000002,12253.787,464.26099999999997,13072.605000000005,6429.3910000000005,5502.619,4767.797,6486.289,5992.798000000001,10009.084000000003,8587.816000000003,20074.609999999993,16607.457,10482.189,18329.415999999997,14601.608000000002,9828.242000000002,6255.822999999999,3747.2710000000006,5714.023,10551.349000000002,10116.019000000002,8479.047000000004,9782.971000000003,5347.181,4165.763000000001,5085.751,6547.024,8078.190000000001,2206.7129999999997,4470.423,2191.2559999999994,6188.677000000001,7170.882,8196.948000000002,8036.973000000001,3525.0030000000006,3431.635,1865.855,7456.958
Angeles Luistro NHS,9167.438999999998,13454.750999999998,5930.347000000001,5199.652999999999,11744.434,936.267,17709.564000000006,17106.749000000003,7368.541000000001,5829.586000000001,17596.928000000007,3219.609,19867.989000000005,11057.377,7590.224,21762.362000000005,9312.183,5584.375,21108.415000000005,17859.953000000005,15027.444000000001,16994.196000000004,21831.522000000008,6349.921,19759.220000000012,21063.144000000004,16951.311000000005,15769.893000000002,16365.924,18151.154000000006,10542.817999999997,11463.587,13979.973000000002,13471.428999999998,17468.850000000006,18451.055000000004,19477.12100000001,5828.834000000001,14805.176000000001,14711.808,13469.984999999999,19061.088000000007
Calubcub 1.0 National High School,1942.151,6229.463,10388.954000000002,7695.160999999998,4519.145999999999,8513.979000000005,10484.276000000002,9881.461000000001,209.171,1927.6630000000002,10371.640000000003,5450.4580000000005,12642.701000000003,15515.983999999999,12048.831,14537.074,13770.789999999999,10042.982000000002,13883.127000000002,10634.665,7802.156000000001,9768.908000000001,14606.234000000002,5557.393000000001,12533.932000000004,13837.856000000003,9726.023000000001,8544.605000000003,9140.636000000002,10925.866000000004,3519.5639999999994,4238.299,6754.685000000001,6246.141,10243.562000000002,11225.767000000002,12251.833000000004,3478.346999999999,7579.888000000001,7486.52,6244.697,11835.800000000001
Aplaya National High School,15390.154999999993,19677.46699999999,6800.77,6105.266999999999,17967.149999999987,8659.704000000002,23932.27999999999,23329.46499999999,13591.256999999998,12326.562999999996,23819.643999999993,10969.462999999998,26090.704999999998,2537.6299999999997,8460.647000000003,27985.078,29.638,3757.446000000001,27331.131,24082.668999999994,21250.159999999993,23216.91199999999,28054.238000000005,8243.035,25981.935999999998,27285.86,23174.02699999999,21992.608999999993,22588.639999999992,24373.87,16765.533999999985,17686.30299999999,20202.68899999999,19694.14499999999,23691.56599999999,24673.770999999997,25699.837,10322.081,21027.891999999993,20934.523999999994,19692.70099999999,25283.803999999996
Laiya National High School,11467.612999999996,15754.924999999994,2878.2280000000005,2182.725,14044.607999999993,4737.162,20009.737999999994,19406.92299999999,9668.715,8404.020999999999,19897.101999999995,7046.9209999999985,22168.163,5638.098,4538.105000000001,24062.536000000004,3892.904,165.096,23408.589000000004,20160.126999999997,17327.617999999995,19294.36999999999,24131.696000000007,4320.493,22059.394,23363.318000000003,19251.484999999993,18070.066999999995,18666.097999999994,20451.328,12842.991999999995,13763.760999999995,16280.146999999994,15771.602999999994,19769.023999999994,20751.229,21777.295000000002,6399.539000000001,17105.349999999995,17011.981999999996,15770.158999999994,21361.262
Lipahan National High School,7624.368000000003,4996.532000000002,19603.049,16909.255999999998,5047.373000000001,17728.074,2758.6210000000005,2459.7120000000004,9423.266000000001,11141.757999999998,8222.268000000002,14664.552999999996,6170.102000000002,24730.078999999994,21262.926000000003,5800.488,22984.885,19257.077,7083.501000000001,1464.6679999999997,1764.3629999999998,2043.2529999999997,6880.5790000000015,14771.487999999994,4808.277000000001,6112.201000000003,3227.6439999999993,7311.674000000004,927.4,5941.238000000002,12733.658999999996,7366.073000000004,9125.892000000002,6645.043000000003,10399.442999999997,3500.112000000001,4526.178,12692.441999999995,3521.814,3055.209,7377.489000000004,4414.0509999999995
Don Leon Mercado Sr. MNHS,5390.983000000001,2763.1469999999995,17369.664,14675.870999999996,2813.988,15494.689,3151.1420000000007,2810.5480000000002,7189.881000000002,8908.373,6905.324000000001,12431.167999999998,5636.594,22496.693999999996,19029.541000000005,7203.94,20751.5,17023.692000000003,6549.993,3533.292999999999,469.02200000000005,2435.774,7273.1,12538.102999999997,5200.798000000001,6504.722000000002,2707.5629999999996,5078.289000000002,1807.502,6240.627000000001,10500.274,5132.688000000002,6892.507000000002,4411.658000000001,8166.058,3892.633,4918.6990000000005,10459.056999999999,1288.429,821.824,5144.104000000002,4764.8870000000015
Nagsaulay NHS,6726.014,11013.325999999997,5252.666999999999,2558.874,9303.008999999996,7111.601,15268.138999999997,14665.323999999997,4927.116000000001,3662.4219999999996,15155.502999999999,3613.4859999999994,17426.564,10379.696999999998,6912.543999999999,19320.937,8634.503,4906.694999999999,18666.99,15418.527999999997,12586.018999999998,14552.770999999997,19390.097000000005,421.106,17317.795,18621.719,14509.885999999997,13328.467999999999,13924.498999999998,15709.729,8101.392999999999,9022.161999999998,11538.547999999997,11030.003999999997,15027.424999999997,16009.629999999997,17035.696,1657.94,12363.750999999998,12270.382999999998,11028.559999999998,16619.662999999997
Palahanan National High School,11872.912000000002,9245.075999999997,23851.592999999986,21157.799999999985,9295.916999999998,21976.617999999988,3788.942000000001,6733.486999999999,13671.810000000007,15390.302000000003,12496.043000000003,18913.096999999994,3737.6949999999997,28978.622999999985,25511.469999999994,4837.844,27233.42899999999,23505.620999999992,1889.9969999999998,7412.1089999999995,6012.907000000002,4068.9480000000003,1415.47,19020.03199999999,1303.924,0,7501.418999999999,11560.218000000003,5184.801,10215.013,16982.202999999998,11614.617000000004,13374.436000000005,10893.587000000003,8643.673999999997,2612.089,1586.023,16940.985999999997,7770.357999999999,7303.752999999999,11626.033000000003,8687.826
Sampiro National High School,8336.952,8074.839,20092.987999999998,17399.194999999996,5759.956999999999,18218.013,11595.762000000002,11255.168000000001,10049.321,11631.697,12217.016000000001,15154.491999999998,10055.152999999998,25220.018,21752.864999999998,15648.560000000001,23474.824000000004,19747.015999999996,11730.157,11977.912999999999,8913.642,10880.394000000002,14135.52,15261.426999999996,13645.418000000001,13620.153999999999,11152.183,10389.981000000003,10252.122000000003,12771.242,6738.928,8078.656999999999,3947.156,4032.962,5484.612,12337.252999999999,13363.319000000001,13182.381000000001,8691.374,8598.006,8090.073,13209.507000000001
Pacita Ramos Mendoza MNHS,8301.411,7998.823,20280.091999999997,17586.299,5724.416,18405.117000000002,8646.984000000002,10976.606000000002,10100.309000000001,11818.801000000001,12140.999999999998,15341.596000000003,5078.673,25407.12199999999,21939.968999999997,10781.438000000002,23661.927999999993,19934.12,6753.676999999999,11699.351,8635.08,8926.990000000002,9159.04,15448.531,8778.296000000002,8643.673999999999,10873.621000000001,10313.964999999998,9973.56,12695.225999999997,12223.540000000003,8043.116,9431.768,3997.4209999999994,0,7470.131,8496.197000000002,13369.485000000002,7007.4710000000005,8319.444,8054.532,12930.945000000002
Sico 1.0 National High School,9260.823,6632.986999999997,21239.503999999994,18545.710999999992,6683.827999999998,19364.528999999995,1176.853,4121.398,11059.721000000005,12778.213000000002,9883.954000000002,16301.008,2669.99,26366.533999999992,22899.381,3311.307,24621.339999999997,20893.532,3583.3889999999997,4800.02,3400.8180000000007,1456.8590000000002,3380.4670000000006,16407.942999999996,1308.165,2612.0890000000004,4889.33,8948.129,2572.7119999999995,7602.924000000001,14370.114,9002.528000000002,10762.347000000003,8281.498000000001,7470.130999999999,0,1026.066,14328.896999999999,5158.269,4691.664,9013.944000000001,6075.737
Tipas National High School,9893.649000000001,5606.3369999999995,21872.33,19178.537,7578.874999999999,19997.355000000007,5334.246,1954.339,11692.547,13411.039000000002,4739.363,16933.834000000003,8745.726999999999,26999.359999999997,23532.207000000002,9371.392000000002,25254.166000000005,21526.358000000004,9659.126000000002,2995.2169999999996,4295.865000000001,4618.878000000001,9456.204000000002,17040.769,7383.901999999997,8687.826000000001,2796.9310000000005,3922.6720000000005,3988.1680000000006,2458.333,15002.940000000006,8591.571,11657.394000000004,9176.545000000004,12930.945,6075.736999999998,7101.802999999997,14961.723000000005,6053.316,5586.710999999999,8160.808999999998,0
San Juan Senior High School,7185.487000000003,4557.651000000002,19164.167999999998,16470.374999999996,4608.492000000001,17289.193,2319.7400000000002,2020.8310000000001,8984.385000000002,10702.876999999999,7783.3870000000015,14225.671999999997,5731.221000000001,24291.197999999993,20824.045000000002,6239.369000000001,22546.003999999997,18818.196,6644.620000000001,1738.7889999999998,1325.482,1604.3719999999998,6441.698000000001,14332.606999999995,4369.396000000001,5673.320000000002,2788.762999999999,6872.793000000003,488.519,5502.357000000002,12294.777999999997,6927.192000000004,8687.011000000002,6206.162000000003,9960.561999999998,3061.2310000000007,4087.297,12253.560999999996,3082.9329999999995,2616.3279999999995,6938.608000000004,3975.169999999999
Joseph Marello Institute,7194.8460000000005,4567.009999999998,19173.527,16479.733999999997,4617.850999999999,17298.552,1822.4310000000005,2030.19,8993.744000000004,10712.236,7792.745999999999,14235.030999999999,5233.912,24300.556999999993,20833.404000000002,5875.228999999999,22555.362999999998,18827.555,6147.311,2236.098,1334.8410000000001,1107.0629999999999,5944.389,14341.965999999997,3872.0870000000004,5176.011000000001,2798.122,6882.152000000001,8.79,5511.715999999999,12304.136999999999,6936.551000000001,8696.370000000004,6215.521000000001,9969.921,2563.922000000001,3589.9880000000003,12262.919999999998,3092.292,2625.6870000000004,6947.9670000000015,3984.529
Batangas Eastern Colleges,7227.716000000002,4599.880000000001,19206.397,16512.604,4650.7210000000005,17331.422000000002,2107.275,2063.06,9026.614000000003,10745.106,7825.616000000001,14267.900999999998,5518.756,24333.426999999996,20866.274000000005,6160.072999999999,22588.233,18860.425000000003,6432.155,1956.7099999999996,1367.7109999999998,1391.9070000000002,6229.233,14374.835999999996,4156.9310000000005,5460.855000000001,2830.9919999999984,6915.022000000003,394.086,5544.586000000001,12337.006999999998,6969.421000000003,8729.240000000003,6248.391000000002,10002.791,2848.766000000001,3874.8320000000003,12295.789999999997,3125.161999999999,2658.556999999999,6980.837000000003,4017.3989999999985
Batangas State University - San Juan Campus,3802.8590000000004,1601.121,15781.539999999999,13087.746999999998,1225.864,13906.565000000002,4739.2660000000005,4398.6720000000005,5601.7570000000005,7320.249000000001,5743.298000000001,10843.044,6897.691000000001,20908.569999999992,17441.417,8792.064,19163.375999999997,15435.568,8138.117000000002,5121.4169999999995,2057.1459999999997,4023.8979999999997,8861.224000000002,10949.979,6788.922000000002,8092.846000000003,4295.687,3916.2630000000004,3395.626,6297.524,8912.150000000001,3544.5640000000008,5304.383000000001,2823.534,6577.933999999999,5480.757,6506.823000000002,8870.933,1834.878,1741.5099999999998,3555.980000000001,6353.011000000002
San Juan Nepomuceno Church,7186.0560000000005,4558.219999999998,19164.736999999997,16470.943999999996,4609.060999999999,17289.762,1831.2210000000005,2021.4,8984.954000000003,10703.446,7783.955999999999,14226.240999999998,5242.702,24291.766999999993,20824.614,5884.018999999999,22546.572999999997,18818.765,6156.101,2227.308,1326.0510000000002,1115.8529999999998,5953.179,14333.175999999996,3880.8770000000004,5184.801000000001,2789.332,6873.362000000001,0,5502.9259999999995,12295.346999999998,6927.761000000001,8687.580000000004,6206.731000000001,9961.131,2572.712000000001,3598.7780000000002,12254.129999999997,3083.502,2616.8970000000004,6939.1770000000015,3975.739
